-0.52,0.15,0.541202,1
0.03,0.58,0.580775,2
0.4,-0.02,0.4005,3
-0.02,-0.42,0.420476,4
-0.34,0.02,0.340588,5
0,0,0,6
0,0,0,7
0,0,0,8
0.00E+00,0,0,9
0,0.00E+00,0,10
-2.00E-02,0,0.02,11
-1.00E-02,-1.30E-01,1.30E-01,12
1.10E-01,-1.00E-02,1.10E-01,13
0,-0.11,0.11,14
-0.19,0.01,0.190263,15
-0.12,0.71,0.720069,16
0.57,0.79,0.974166,17
0.34,0.13,0.364005,18
-0.01,0.73,0.730068,19
-0.17,0.05,0.1772,20
0.01,0.05,0.0509902,21
-0.63,0.18,0.65521,22
0.02,0.06,0.0632456,23
0.14,-0.04,0.145602,24
0.07,0.25,0.259615,25
-0.08,0.02,0.0824621,26
0.03,0.11,0.114018,27
0.34,-0.1,0.354401,28
-0.13,-0.46,0.478017,29
-0.29,0.08,0.300832,30
0.07,0.24,0.25,31
0.05,-0.01,0.0509902,32
0.24,0.66,0.702282,33
-0.44,0.82,0.930591,34
0.15,0.45,0.474342,35
-0.31,0.1,0.32573,36
0.11,0.33,0.347851,37
0.29,-0.09,0.303645,38
-0.13,-0.4,0.420595,39
0.21,-0.07,0.221359,40
0.14,0.42,0.442719,41
-0.56,0.47,0.731095,42
-0.74,-0.2,0.766551,43
-0.74,0.5,0.893085,44
-0.08,7.10E-01,0.714493,45
-0.23,0.02,0.230868,46
-0.04,-0.38,0.382099,47
1.60E-01,-2.00E-02,1.61E-01,48
2.00E-02,2.10E-01,2.11E-01,49
-2.10E-01,2.00E-02,2.11E-01,50
-0.06,0.7,0.702567,51
0.44,0.21,0.487545,52
0.51,-0.48,0.700357,53
-0.04,-0.05,0.0640312,54
0.04,-0.03,0.05,55
0.04,0.05,0.0640312,56
-0.01,0.01,0.0141421,57
0,0,0,58
0,0,0,59
0,0,0,60
0,0,0,61
0,0,0,62
0,0,0,63
0.01,0.02,0.0223607,64
0,0,0,65
0,0,0,66
0,0,0,67
0,0,0,68
0,0.00E+00,0,69
0.00E+00,1.00E-02,1.00E-02,70
-4.00E-02,3.00E-02,5.00E-02,71
0.04,0.05,0.0640312,72
0.19,-0.15,0.242074,73
-0.09,-0.11,0.142127,74
0.07,-0.06,0.0921954,75
0.03,0.04,0.05,76
-1.00E-02,0.01,0.0141421,77
0.01,0.02,0.0223607,78
0.01,-1.00E-02,0.0141421,79
-0.05,-0.06,0.0781025,80
0.01,-0.01,0.0141421,81
-0.01,-0.01,0.0141421,82
-0.01,0.01,0.0141421,83
1.00E-02,0.01,0.0141421,84
0.01,-0.01,0.0141421,85
-0.01,-0.02,0.0223607,86
-0.09,0.07,0.114018,87
3.90E-01,0.58,0.698928,88
0.03,-2.00E-02,0.0360555,89
1.00E-02,0.01,0.0141421,90
-0.37,2.40E-01,0.441022,91
-3.50E-01,-4.60E-01,5.78E-01,92
-6.70E-01,1.70E-01,6.91E-01,93
-7.80E-01,-5.20E-01,9.37E-01,94
-2.10E-01,-9.30E-01,9.53E-01,95
2.10E-01,-3.70E-01,4.25E-01,96
-1.00E-01,-6.00E-02,1.17E-01,97
-3.70E-01,5.90E-01,6.96E-01,98
3.10E-01,4.50E-01,5.46E-01,99
8.00E-01,-6.00E-02,8.02E-01,100
1.00E-01,-5.00E-02,1.12E-01,101
3.90E-01,5.80E-01,6.99E-01,102
-2.10E-01,2.10E-01,2.97E-01,103
-9.00E-02,-9.00E-02,1.27E-01,104
-2.00E-02,2.00E-02,2.83E-02,105
1.00E-02,1.00E-02,1.41E-02,106
4.90E-01,-5.00E-01,7.00E-01,107
-6.00E-02,-7.00E-02,9.22E-02,108
-5.50E-01,4.30E-01,6.98E-01,109
-4.00E-02,-5.00E-02,6.40E-02,110
2.00E-02,-2.00E-02,2.83E-02,111
0.00E+00,0.00E+00,0.00E+00,112
5.00E-02,-4.00E-02,6.40E-02,113
-3.00E-02,-4.00E-02,5.00E-02,114
2.00E-02,-2.00E-02,2.83E-02,115
-2.00E-02,-2.00E-02,2.83E-02,116
0.00E+00,0.00E+00,0.00E+00,117
-1.00E-02,-1.00E-02,1.41E-02,118
4.00E-02,-3.00E-02,5.00E-02,119
-4.00E-02,-5.00E-02,6.40E-02,120
0.00E+00,0.00E+00,0.00E+00,121
0,0,0,122
0,0,0,123
0,0,0,124
0,0,0,125
0,0,0,126
0,0,0,127
0,0,0,128
0,0,0,129
0,0,0,130
0,0.00E+00,0,131
0.00E+00,0,0,132
0.00E+00,0.00E+00,0.00E+00,133
0.00E+00,0.00E+00,0.00E+00,134
0.00E+00,0.00E+00,0.00E+00,135
0.00E+00,0.00E+00,0.00E+00,136
0.00E+00,0.00E+00,0.00E+00,137
0.00E+00,0.00E+00,0.00E+00,138
0,0.00E+00,0,139
0.00E+00,0.00E+00,0.00E+00,140
0.00E+00,0.00E+00,0.00E+00,141
0.00E+00,0.00E+00,0.00E+00,142
0.00E+00,0.00E+00,0.00E+00,143
0.00E+00,0.00E+00,0.00E+00,144
-1.00E-02,1.00E-02,1.41E-02,145
0.00E+00,-1.00E-02,1.00E-02,146
0.00E+00,0.00E+00,0.00E+00,147
0.00E+00,0.00E+00,0.00E+00,148
0.00E+00,0.00E+00,0.00E+00,149
0.00E+00,0.00E+00,0.00E+00,150
0.00E+00,0.00E+00,0.00E+00,151
0.00E+00,0.00E+00,0.00E+00,152
0.00E+00,0.00E+00,0.00E+00,153
0.00E+00,0.00E+00,0.00E+00,154
0.00E+00,0.00E+00,0.00E+00,155
0.00E+00,0.00E+00,0.00E+00,156
